housing_median_age,total_rooms,total_bedrooms,population,median_house_value
38,637,204,679,89700
41,835,208,707,86200
40,935,226,818,101300
34,987,248,902,98000
34,1261,315,1027,88800
29,1579,351,1056,98500
35,1405,326,1086,89800
45,1080,218,850,93400
44,1771,378,1296,96700
44,1481,329,999,94600
44,1103,265,760,99600
37,1002,270,1092,94500
41,1510,410,1408,94200
38,1314,318,1080,89800
44,795,181,716,90300
35,1562,403,1587,93200
41,570,135,466,91300
34,721,165,661,92400
37,973,221,842,94900
36,1467,369,1247,92700
36,1102,247,702,95400
42,1433,295,775,104800
42,657,147,526,110200
40,1076,244,705,98900
36,1465,346,1147,88800
43,1309,344,1182,88700
30,1764,397,1406,93100
39,2078,561,1901,96900
21,847,278,1283,94100
32,1381,375,1268,94200
9,456,130,438,81300
44,1631,338,1197,100000
42,1898,460,1503,97400
43,2021,379,1051,129900
47,1782,338,1003,105700
41,936,257,913,122600
40,1935,461,1616,120200
41,896,198,605,128100
38,2073,500,1657,88400
39,1274,282,975,90400
43,269,74,295,90600
45,529,112,448,90600
52,117,33,74,90600
44,1463,312,940,99800
43,1113,378,1305,91300
37,2667,671,2865,87500
40,1193,280,1210,89500
37,649,147,653,97500
36,2316,543,1938,97400
21,1260,342,1167,107600
37,441,125,390,90200
25,764,200,801,100000
40,975,270,1068,87500
36,2452,734,2664,100000
42,819,233,899,85400
37,869,241,1040,84200
34,796,180,673,88300
37,1027,258,824,86300
32,779,201,861,89800
42,380,106,411,90000
39,1215,273,1211,95500
39,1141,258,1313,90100
35,1090,267,1339,97600
30,940,211,1071,92000
36,501,123,487,87000
39,2065,532,2015,104900
32,1063,282,992,88700
29,6447,1012,2184,500001
32,5578,753,1567,500001
27,2089,303,654,500001
27,10806,1440,3511,500001
27,1613,200,497,500001
20,10722,1617,3731,500001
36,3129,392,862,500001
46,778,90,238,500001
52,1500,176,384,500001
31,6675,842,2092,500001
35,3247,525,1065,500001
32,8041,1141,2768,500001
27,6603,879,2336,500001
29,4767,777,1500,500001
40,3351,484,1564,500001
37,4042,549,1318,500001
42,2861,360,829,500001
36,2929,366,1054,500001
29,9013,1117,2919,500001
39,1487,163,414,500001
37,5477,833,1925,500001
45,1814,325,709,500001
47,1985,315,819,500001
14,7970,1142,2926,500001
33,6778,1092,2540,500001
41,1482,239,617,500001
34,2095,343,662,500001
24,2332,349,761,500001
21,3755,525,1493,500001
35,9075,1858,3646,500001
42,993,130,368,500001
43,2167,254,761,500001
45,1711,264,735,500001
40,4350,763,1551,500001
36,4152,542,1461,500001
39,2603,456,928,500001
38,4715,691,1660,500001
45,1271,190,419,500001
45,3030,433,916,500001
48,3623,528,1282,500001
42,1918,216,632,500001
26,6577,1789,2937,500001
20,5448,1532,2202,500001
25,2689,719,1229,500001
25,4077,1151,1719,337500
21,3639,1002,1489,387500
22,5215,1193,2048,500001
27,4401,1033,1725,500001
36,2143,434,751,500001
45,1346,214,415,500001
46,1399,148,410,500001
34,3203,483,949,500001
38,3251,656,1251,500001
26,3535,748,1322,500001
35,1973,332,1257,500001
28,3910,959,1763,500001
21,730,263,965,350000
14,520,292,282,500001
13,4284,1452,3806,350000
19,4845,1609,3751,350000
20,3367,1264,2667,500000
46,1302,215,482,500001
43,2511,456,808,500001
49,2418,301,850,500001
42,2564,460,913,500001
9,5102,1695,2609,500001
18,4780,1192,1886,500001
32,1880,435,798,500000
15,5368,1312,2269,316700
11,3184,641,911,500001
41,1463,267,601,500001
22,4251,1073,1581,500001
13,4833,1119,1649,500001
40,2933,565,1077,500001
31,1317,284,523,500001
38,2982,664,1122,500001
20,4600,1018,1675,500001
44,533,90,291,500001
52,1881,334,640,500001
38,4888,1126,1698,500001
52,1693,290,727,500001
24,3832,949,1613,477300
20,5943,1538,2492,305000
22,3970,871,1588,500001
52,2425,435,962,494700
28,801,399,936,181300
22,3319,1045,1848,283300
23,3771,1321,2031,277500
25,6902,2138,3136,410000
23,4099,1287,2103,275000
19,3522,1036,1820,337500
21,5041,1491,2719,268800
19,3330,1010,1837,393800
25,2142,718,1390,325000
25,2768,850,1558,360000
17,2729,897,1404,420800
31,2621,707,1632,348100
21,2819,648,1435,360200
45,727,168,520,300000
39,1657,402,931,336300
49,32,7,14,225000
16,18,6,3,350000
31,2670,662,1535,347800
52,1782,308,735,485100
46,1508,276,639,409800
42,2725,569,1115,427500
16,9728,2211,3026,500001
33,2921,652,1124,500001
52,2533,402,981,500001
26,4473,923,1518,500001
40,2079,268,720,500001
42,1298,174,420,500001
36,1831,296,871,500001
33,1730,386,994,500001
49,601,95,228,500001
35,2458,576,1047,412500
42,3105,559,1253,500001
34,2113,459,859,500001
25,2814,701,1139,460000
52,1907,261,681,500001
52,2113,332,800,500001
36,3053,635,1234,500001
51,1975,348,771,500001
52,1358,272,574,500001
45,2089,312,834,500001
44,1873,286,635,461300
43,3863,537,1398,500001
43,1028,145,394,500001
42,1467,203,577,500001
35,2237,592,1794,207700
31,2846,727,2120,254200
45,767,130,254,340400
36,3005,771,2054,309100
39,2614,569,1665,271600
41,101,23,85,237500
52,1492,277,666,340400
49,1230,279,669,308300
28,1722,536,1161,232500
25,3442,1050,1890,319400
24,1101,318,491,319400
43,1006,201,520,372800
26,4376,1394,2435,327300
19,7297,2331,3870,300000
27,515,201,397,184400
24,3711,1192,1764,366700
24,2610,756,1322,281300
16,5825,1866,3390,320000
19,1450,509,746,55000
13,6152,1978,3397,275000
36,2101,569,1756,222100
39,1366,375,1237,230900
43,888,170,514,202800
42,1809,424,1094,143000
43,912,255,705,185700
25,542,161,442,333300
43,1465,278,727,289400
45,1262,223,637,427300
45,1740,311,788,373600
39,1733,429,855,340800
26,1706,516,894,372700
44,904,176,358,344200
25,2059,659,1349,352400
36,1552,388,867,346700
37,1193,205,488,357600
37,975,189,489,331000
30,1039,303,606,343800
41,1240,320,711,318100
41,2083,528,993,353900
41,1164,265,561,350900
37,1592,308,783,386000
43,1408,246,651,400000
41,1309,221,534,418800
37,1328,250,626,440100
40,1361,240,559,354300
36,2424,418,1123,405800
32,2242,490,921,500001
43,1487,242,675,489800
39,3278,632,1321,465700
38,2172,437,830,500001
42,1528,244,634,500001
41,2403,516,1001,500001
44,629,131,326,374300
20,4374,1311,2165,463600
21,3244,815,1423,340800
34,2243,444,973,414100
28,3167,737,1248,394700
34,2995,942,2626,450000
34,1430,357,805,307000
22,3292,1134,1655,348800
26,2664,842,1745,301900
35,1728,442,1161,310000
19,4702,1472,2636,225000
27,2224,618,1594,315500
33,2731,535,1280,420100
32,1300,356,703,394000
27,3133,1021,2242,412500
41,1527,279,746,446600
31,2526,528,1046,500001
42,2061,396,907,420000
44,1462,338,821,362200
44,1798,353,835,355800
39,1909,359,867,334700
40,1287,346,806,321300
30,2148,597,1341,324000
22,5822,1707,3335,243100
41,1562,377,874,324300
42,1594,369,952,335400
29,1996,489,960,344200
31,1930,456,1002,458600
28,6128,1963,3586,310900
43,513,98,266,343100
39,4098,1100,2054,345600
37,388,83,248,326700
36,1392,260,679,346900
39,711,148,347,297200
38,1235,390,891,287500
41,2331,636,1839,263500
39,614,174,538,235700
34,1875,501,1491,321400
37,2586,765,1801,305800
31,1312,376,1178,300000
41,1146,310,833,285000
33,854,235,645,239300
40,1901,679,865,425000
46,2219,686,1107,387500
50,1568,501,764,414300
52,1523,447,636,412500
52,2167,622,1095,358700
37,2155,721,1082,267500
24,1438,454,665,500001
52,709,329,388,350000
52,1010,244,573,363200
52,1158,253,528,334700
44,1122,287,531,335900
44,941,230,493,325800
52,888,206,376,372000
46,1777,362,896,348300
43,1606,408,862,345800
48,1923,408,1142,326700
33,3125,785,1720,325000
52,1829,472,779,339000
41,885,285,562,303800
37,1828,460,1075,360600
32,2388,591,1009,466700
35,1214,300,478,500001
27,2217,520,806,500001
29,2737,808,1157,500001
45,1132,269,654,343100
26,1919,405,953,420800
19,2520,726,964,500001
19,1658,427,648,500001
18,9430,2473,3408,500001
19,2461,521,777,500001
16,895,181,237,500001
10,1526,339,705,321800
35,684,161,381,272000
30,3550,934,3738,271200
18,1307,441,884,276300
14,3771,1180,2355,287500
35,1701,482,1428,284600
35,2243,495,1135,324000
19,8324,1590,2927,351700
45,1899,461,1260,320000
43,2483,548,1212,302900
23,5548,1245,2847,366900
3,475,155,236,450000
42,2558,558,1328,301300
43,1432,308,782,303900
39,3014,822,3212,215000
38,740,171,599,248900
35,1724,419,1079,263800
35,1062,305,1026,265500
36,1089,234,632,276100
39,1613,380,1113,276700
33,3331,777,1695,307200
38,993,175,374,357200
43,2715,458,1151,362600
44,1097,186,513,361400
43,2700,510,1146,345900
46,2198,352,839,350800
45,1361,252,581,340700
45,1436,374,662,329400
40,1113,234,584,316000
39,303,69,131,331800
32,6699,1781,2725,285700
37,1629,275,668,387200
44,2298,388,849,363500
44,1877,314,877,363600
44,1802,306,753,356000
43,1464,224,581,365900
44,2789,503,3732,352300
44,1462,240,562,365200
44,1282,216,494,365900
38,1104,216,415,422000
13,1860,345,800,500001
33,2799,491,978,500001
20,1901,270,704,500001
16,70,7,17,500001
24,4393,966,1257,356100
16,14891,3984,6270,283200
35,913,161,451,411200
39,714,118,314,432100
36,2526,452,996,456600
38,1089,174,502,434800
37,1364,248,494,456300
44,2825,453,1221,377200
43,2416,454,1028,330700
41,1833,355,847,287800
42,1859,337,813,294500
44,2395,458,1287,299000
35,3259,967,2003,400000
29,1821,588,1397,187500
5,6955,2062,3591,247600
44,1138,228,497,303300
15,412,128,310,266700
32,1044,219,567,284400
45,2038,394,1086,289600
24,3097,791,1075,500001
36,2723,547,1090,500001
37,2076,332,771,500001
37,1761,409,1309,175900
41,620,133,642,159600
42,1273,309,1203,162000
41,2475,532,1416,156400
31,2025,618,2231,151200
23,2503,532,1735,162800
19,2758,675,2047,179700
32,2307,493,1754,232800
27,2082,612,2009,184100
35,2810,614,1578,200600
32,1700,340,864,238700
35,2016,365,1083,230200
35,1511,274,853,251300
10,1391,420,1378,222200
5,3559,869,2965,216700
36,1428,268,825,239600
37,1241,226,621,232400
38,123,36,142,200000
31,2693,661,1598,240200
33,2716,660,1807,226300
27,2880,802,2083,223400
35,1499,340,1141,213600
26,2080,560,2096,184400
25,2659,765,2629,175900
17,5544,1068,3008,282700
27,2790,513,1498,268300
30,3096,757,2048,233300
35,2793,686,2255,235300
9,2782,884,1790,203300
13,3569,924,2159,224200
35,2572,504,1172,304100
41,2004,481,1658,171100
36,1697,394,1274,163100
30,1291,230,835,181500
32,1205,340,1799,128000
28,636,169,788,131300
26,239,135,165,187500
38,1446,327,980,177700
36,2218,561,1789,182300
39,1513,365,1227,184600
38,1471,329,1207,165500
28,1895,420,1422,191300
36,1989,458,1668,168000
20,2233,591,1915,169100
10,3708,1016,2855,165400
16,1867,571,951,154200
21,1068,283,1180,157500
8,1115,412,1472,146200
31,1535,369,1291,174000
27,1672,491,1723,174500
26,2109,651,2120,158700
39,1417,359,1450,172000
34,1349,371,1716,138100
38,1730,460,1724,150400
39,981,286,1183,139800
21,2188,706,2265,164700
42,1162,264,1044,205600
20,59,24,69,350000
35,1239,473,1524,154700
32,296,139,511,182100
24,574,173,784,152300
36,2191,739,2931,163100
36,886,253,809,164200
26,2272,694,2567,150600
21,3354,1174,4426,167300
37,1212,304,1076,160100
39,1731,485,2115,141300
46,22,11,32,112500
18,3821,795,2831,346200
18,9659,1716,4336,290500
47,307,69,374,146900
41,1305,381,1384,186800
18,393,189,429,187500
40,1751,512,1939,200000
21,2442,719,1916,208300
16,855,271,486,350000
19,2356,440,1291,416100
6,6097,1270,2678,285200
42,967,175,481,265600
48,1958,386,1098,273400
47,2223,410,1163,270800
36,2464,472,1111,350000
22,5042,974,2260,351200
27,1650,443,1359,192400
23,1957,517,1454,203100
37,1319,292,766,218900
29,1503,411,1368,195300
52,1438,472,1018,306700
41,1382,361,905,238300
30,2074,533,1311,225800
43,1854,519,1151,225000
21,2492,711,1699,242300
30,2835,711,1669,268500
23,3075,860,1584,260500
36,1725,295,799,368500
52,1665,280,656,351900
20,2625,673,1184,285200
47,2852,603,1130,293900
52,2025,361,957,350000
44,1853,556,2090,248100
39,2602,802,2178,234500
52,2085,588,1767,243200
45,2137,559,1550,227200
25,2469,584,1253,257500
28,2647,658,1459,253400
28,2510,583,1388,267800
40,2582,606,1304,276400
52,1642,287,692,321500
26,2711,508,1372,326700
41,2168,357,1171,311900
33,2265,366,986,409800
25,1099,168,407,500001
25,6191,1081,2297,446700
36,3135,746,1815,300000
42,1297,246,611,401900
40,1644,471,780,464300
40,1933,475,902,332800
31,2809,666,1316,303800
39,2651,590,1103,254300
21,1568,452,801,225000
8,2842,522,1624,287500
31,3857,607,1695,396400
34,2377,362,1055,367100
31,3019,469,1349,394100
31,3812,595,1645,380100
36,2288,439,1079,361000
41,1912,308,896,352700
43,1061,208,514,254200
42,1541,280,753,292100
35,2839,592,1413,271200
34,3150,518,1392,336900
34,2421,475,1232,296200
35,1535,283,816,312100
35,1666,280,788,344400
35,2485,418,1226,329500
42,890,179,555,271900
41,1979,496,1157,217700
30,2062,396,1089,301200
37,1954,368,967,261300
43,1428,325,836,209200
38,1107,194,518,263700
33,1805,303,838,326600
29,2174,418,1030,341700
36,2988,719,1357,268000
29,2584,608,1217,273400
32,1464,406,693,200000
38,1399,390,859,234800
41,2476,506,1271,263900
34,1722,406,926,252000
34,2510,535,1516,267000
50,309,47,121,285000
51,1477,280,750,317900
48,1473,294,807,306300
41,2067,452,1282,309900
32,3817,886,1888,245600
36,2507,517,1232,241300
34,8206,1186,3141,462200
47,1853,345,757,422000
43,1708,280,768,457400
32,14556,2077,5459,500001
36,959,204,446,331300
31,4704,920,1895,400000
36,2443,492,1115,409800
14,2672,335,1113,500001
37,4524,1005,2099,366700
24,8590,1231,3401,472700
25,434,74,199,420500
49,1788,267,735,375700
31,5550,881,2465,446100
31,3105,582,1359,429100
26,1649,522,1332,257100
40,2124,370,998,370400
40,2549,591,1156,374300
52,2187,284,733,406200
52,1904,297,797,380400
52,2477,385,993,368100
52,1532,292,631,372900
24,5131,1436,2690,280000
20,5949,1417,2593,318600
17,2943,769,1312,187500
19,2919,857,1866,206300
20,3407,885,1883,351100
48,1560,280,825,354700
15,5036,1299,3164,238700
45,1865,360,973,321200
52,2332,433,1135,331200
52,2287,295,829,500001
52,3034,406,1158,498400
47,2243,339,911,446800
52,2602,418,1137,358000
52,1602,265,667,323500
50,2195,336,878,365600
22,2664,651,1553,256300
17,3852,1066,2986,255400
52,1732,305,875,292600
10,4292,1075,2719,286600
31,1262,338,1019,241900
42,413,107,349,189800
12,2238,682,1882,208300
17,4041,1169,3309,222400
30,48,14,74,162500
35,1257,318,764,238000
40,1875,460,869,243600
35,3213,874,2401,256800
47,1453,356,787,255500
22,2265,637,1684,217100
25,3018,806,2205,220200
14,1744,536,1494,230800
52,830,183,479,253700
48,1301,253,637,252700
49,1393,290,605,257400
18,1775,525,950,177100
14,2981,894,1941,178600
6,3340,945,2315,252300
18,2481,756,1763,247500
52,850,162,493,298800
20,2734,658,1562,284100
45,1235,271,499,282600
15,3712,1005,1888,209600
14,3700,945,1681,200000
17,5282,1605,4116,209800
19,4852,1465,3171,192900
31,1238,338,605,228100
32,1377,444,768,187500
20,3960,1027,1729,193800
33,2865,864,2061,201300
20,3196,994,2929,219500
27,2909,1021,2614,229000
19,2294,716,1686,258300
25,2864,844,1745,224300
28,1843,554,1402,254000
36,1813,560,1501,238000
37,1644,395,959,257700
45,2170,401,1043,269000
7,2063,670,1892,202300
9,4877,1488,4486,222100
30,1615,570,1245,196900
37,584,260,552,275000
13,1107,479,616,187500
51,902,320,650,268800
29,3431,1222,4094,248100
10,1060,332,1025,175000
6,1727,506,1200,210700
7,2837,776,2287,229000
25,3208,1111,2843,218100
37,1383,470,1185,207100
37,196,74,194,218800
23,1336,396,1255,205000
13,3487,1131,3749,221900
25,5980,1856,5217,184500
22,2340,773,2226,217500
45,1971,439,1245,260500
52,322,88,229,243800
36,2946,1025,2542,255900
21,739,265,861,181300
27,7714,1132,3199,446200
31,3190,489,1362,402900
36,1834,316,864,302200
36,3120,620,1441,320400
14,3615,913,1924,280900
52,1704,277,746,326100
51,1502,243,586,332400
27,4713,1169,2372,287900
52,2962,468,1364,343500
36,1692,263,778,349600
36,2110,346,984,345300
36,759,136,372,328900
36,1978,337,834,294400
43,1325,254,613,289000
43,2322,418,1106,284600
41,2860,682,1516,262900
41,1524,393,1176,192400
14,1878,614,1874,231800
29,2209,444,952,341200
37,1335,249,485,352100
37,1519,331,613,272500
42,724,149,420,361700
37,589,119,375,222700
23,7179,1985,4757,206500
13,7174,1997,4293,251900
37,350,115,342,200000
5,5492,1549,2997,172100
11,3112,890,1700,181300
13,3801,1116,1986,222700
49,192,41,83,118800
44,1594,389,832,212100
39,1995,564,1202,250000
47,2589,465,1284,247100
48,2584,483,1118,245100
46,2115,463,1133,222000
45,2570,517,1256,226000
45,1505,347,799,217000
48,814,165,490,223100
45,1552,315,785,235500
49,1969,377,977,231300
48,2122,385,926,231400
43,1029,252,613,219900
47,1721,343,834,231200
45,3046,633,1448,226900
46,1393,301,714,229900
45,903,190,557,209100
46,1676,322,846,209500
46,2711,491,1277,224700
46,1840,379,866,230400
44,2572,613,1280,232000
47,858,170,365,225000
42,1604,326,814,216000
46,1268,240,661,229100
45,1328,290,720,226900
45,3566,701,1601,232000
49,3033,580,1284,232500
42,2267,478,1083,250000
45,1390,281,538,293800
49,1305,228,584,267900
44,1934,375,750,251800
37,2381,575,1235,247800
46,1718,344,756,247000
52,1133,212,545,249500
44,1717,391,848,254500
46,1396,294,608,244500
44,2705,649,1676,247900
39,493,168,259,17500
44,1321,303,471,331800
40,3068,756,1190,497400
16,1586,377,625,450000
25,6082,1763,2616,246900
45,3448,690,1562,258800
38,2347,665,1317,349300
49,1074,170,403,366700
40,1868,356,799,279300
23,1359,428,770,234600
46,2345,453,1031,278300
16,1353,398,1211,205000
37,2144,446,860,315000
12,3188,931,2118,218300
24,2910,917,2522,219400
33,2443,498,1601,146000
37,1394,313,1111,161800
39,1769,410,1499,153500
34,1489,326,1389,160300
28,271,61,246,164600
35,2606,447,1555,193800
38,1704,347,1384,155500
38,1237,298,1073,154600
50,1181,265,1196,167000
27,862,280,1243,154200
32,1260,382,1434,122900
30,1632,401,1357,160100
30,762,228,840,154200
32,527,146,582,138800
46,11,11,24,162500
37,944,244,1107,144100
47,843,194,800,151700
38,1156,305,1359,137100
36,2602,638,2780,149800
17,17715,2370,7665,349100
26,1279,163,412,293800
18,7798,1161,3710,260500
8,16759,2274,7249,358700
14,7876,1253,3699,248700
25,5039,821,2654,211700
17,5153,1164,2949,174600
13,2996,495,1187,161700
16,2426,426,1319,224500
18,3814,721,1881,215600
26,8254,1153,3460,349900
20,2421,306,1023,451500
27,3770,573,1606,309700
26,3773,694,2103,198000
24,5745,735,2061,451400
14,9610,2005,4723,156800
21,2056,461,1332,212800
29,2240,457,1187,184200
35,2259,505,1561,155500
42,2225,485,1544,166700
15,4644,967,2855,222100
23,2308,322,1001,355500
32,1764,365,924,186700
33,3713,718,2106,185500
35,2899,429,1251,297200
35,1582,248,654,275000
33,2344,363,1098,283400
37,2655,415,1056,269500
36,3097,667,1484,235300
30,2495,586,1139,209200
31,1959,318,1021,233000
30,4367,1033,2524,192100
33,2383,428,1269,245500
40,1304,280,607,209500
29,630,145,378,170800
32,1741,373,872,194500
29,1677,413,873,194300
26,3118,528,1546,209400
25,3465,566,1722,228900
29,2671,437,1484,203000
17,3499,621,1911,191700
34,2026,345,1142,187600
25,9255,1659,4944,223000
13,18448,2474,7775,348900
23,7063,1176,3100,192600
21,3481,808,1866,150400
19,1935,399,1126,144600
18,11026,1978,5407,231100
28,4086,871,1973,202200
32,2643,516,1862,177200
26,1664,344,1024,190500
16,9020,1509,3575,275700
15,4260,770,2007,230000
22,4935,954,2874,180500
50,2388,494,1241,167200
28,1998,414,1124,180900
23,7079,1381,3205,212300
28,3494,566,1391,214700
25,5411,998,2243,240700
26,2723,604,1847,136000
29,2742,488,2477,121900
21,8069,2174,4369,156800
20,11250,1893,4952,239500
26,6459,894,2487,261800
41,555,130,1492,125000
52,567,152,2688,212500
52,2867,496,978,291200
32,3241,895,1592,181800
46,2477,458,1034,289700
